type,depth,landuse,class
"Hemists/min (90/10),sangat dalam",D4,Belukar rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/min (90/10),sangat dalam",D4,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/min (90/10),sangat dalam",D4,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/min (90/10),sangat dalam",D4,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/min (90/10),sangat dalam",D4,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/min (90/10),sangat dalam",D4,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/min (90/10),sangat dalam",D4,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/min (90/10),sangat dalam",D4,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/min (90/10),sangat dalam",D4,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sangat dalam",D4,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sangat dalam",D4,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/min (90/10),sangat dalam",D4,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/min (90/10),sangat dalam",D4,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/min (90/10),sangat dalam",D4,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/min (30/70),dangkal",D1,Hutan rawa,F
"Saprists/Hemists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (90/10),sangat dalam",D4,Belukar rawa,F
"Saprists/Hemists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (90/10),sangat dalam",D4,Belukar rawa,F
"Saprists/Hemists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (90/10),sangat dalam",D4,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Saprists/Hemists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (90/10),sangat dalam",D4,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Saprists/Hemists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (90/10),sangat dalam",D4,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sangat dalam",D4,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sangat dalam",D4,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (30/70),dangkal",D1,Hutan rawa,F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sangat dalam",D4,Belukar rawa,F
"Saprists/Hemists (60/40),sangat dalam",D3,Sawah dan kelapa,T
"Hemists/min (90/10),sangat dalam",D4,Belukar rawa,F
"Saprists/Hemists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (90/10),sangat dalam",D4,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (90/10),sangat dalam",D2,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (90/10),sangat dalam",D2,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (90/10),sangat dalam",D2,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sangat dalam",D2,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sangat dalam",D2,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sangat dalam",D2,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sangat dalam",D2,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sangat dalam",D2,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/min (30/70),sedang",D0,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/min (70/30),sedang",D0,Sawah tadah hujan (padi - palawija/bera),F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (30/70),sedang",D0,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (70/30),sedang",D0,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (30/70),sedang",D0,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (30/70),sedang",D0,Sawah tadah hujan (padi - palawija/bera),F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (70/30),sedang",D0,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (70/30),sedang",D0,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (70/30),sedang",D0,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (70/30),sedang",D0,Sawah tadah hujan (padi - palawija/bera),F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (70/30),sedang",D0,Sawah tadah hujan (padi - palawija/bera),F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (30/70),sedang",D0,Sawah tadah hujan (padi - palawija/bera),F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (30/70),sedang",D0,Sawah tadah hujan (padi - palawija/bera),F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (30/70),sedang",D0,Sawah tadah hujan (padi - palawija/bera),F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (30/70),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (30/70),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (70/30),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (70/30),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (70/30),sedang",D0,Sawah tadah hujan (padi - palawija/bera),F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (70/30),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (70/30),sedang",D0,Sawah tadah hujan (padi - palawija/bera),F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (70/30),sedang",D0,Sawah tadah hujan (padi - palawija/bera),F
"Hemists/Saprists (60/40),dalam",D2,Belukar rawa,T
"Hemists/min (70/30),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),dalam",D2,Belukar rawa,T
"Hemists/min (70/30),sedang",D0,Sawah tadah hujan (padi - palawija/bera),F
"Hemists/Saprists (60/40),dalam",D2,Belukar rawa,T
"Hemists/min (70/30),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),dalam",D2,Belukar rawa,T
"Hemists/min (70/30),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),dalam",D2,Belukar rawa,T
"Hemists/min (90/10),sedang",D2,Belukar rawa,F
"Hemists/Saprists (60/40),dalam",D2,Belukar rawa,T
"Hemists/min (90/10),sedang",D2,Belukar rawa,F
"Hemists/Saprists (60/40),dalam",D1,Kebun karet,T
"Hemists/min (90/10),sedang",D2,Belukar rawa,F
"Hemists/Saprists (60/40),dalam",D1,Kebun karet,T
"Hemists/min (90/10),sedang",D2,Belukar rawa,F
"Hemists/Saprists (60/40),dalam",D1,Kebun karet,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/Saprists (60/40),dalam",D1,Kebun karet,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/Saprists (60/40),dalam",D1,Kebun karet,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (30/70),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (30/70),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D0,Kelapa sawit pada bekas hutan rawa > 5 th,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D0,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D0,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D0,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D0,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D0,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Saprists (100),sedang",D1,Belukar rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Saprists (100),sedang",D1,Belukar rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/min (90/10),sedang",D2,Belukar rawa,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (30/70),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/min (90/10),sedang",D2,Belukar rawa,F
"Hemists/min (90/10),sedang",D1,"Semak,rumput pada bekas sawah",T
"Hemists/min (90/10),sedang",D2,Belukar rawa,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/min (90/10),sedang",D0,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/min (90/10),sedang",D1,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Saprists (100),sedang",D0,Sawah tadah hujan (padi - palawija/bera),F
"Hemists (100),sedang",D2,Belukar rawa,T
"Saprists/min (50/50),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Saprists/min (50/50),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists (100),sedang",D2,Hutan rawa,T
"Saprists/min (50/50),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists (100),sedang",D2,Hutan rawa,T
"Saprists/min (50/50),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists (100),sedang",D2,Hutan rawa,T
"Saprists (100),sedang",D0,Sawah tadah hujan (padi - palawija/bera),F
"Hemists (100),sedang",D2,Hutan rawa,T
"Saprists (100),sedang",D1,Sawah tadah hujan (padi - palawija/bera),F
"Hemists (100),sedang",D2,Hutan rawa,T
"Saprists (100),sedang",D1,Sawah tadah hujan (padi - palawija/bera),F
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Saprists (100),sedang",D0,Sawah tadah hujan (padi - palawija/bera),F
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Saprists (100),sedang",D0,Sawah tadah hujan (padi - palawija/bera),F
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
